Datetime,Heating Demand (kWh),Cooling Demand (kWh),Electricity Consumption (kWh),Natural Gas Consumption (Therms)
2006-Oct-29 16:00:00,3.377162791,1443.08988,7240,1521
2006-Oct-29 17:00:00,3.362881262,509.5819235,7241,1520
2006-Oct-29 18:00:00,3.360236758,1104.536901,7242,1519
2006-Oct-29 19:00:00,3.372419845,509.2736479,7243,1518
2006-Oct-29 20:00:00,3.356362727,999.6583721,7244,1517
2006-Oct-29 21:00:00,5.884233767,505.3237235,7245,1516
2006-Oct-29 22:00:00,3.374393984,949.4010547,7246,1515
2006-Oct-29 23:00:00,3.359955733,502.1841524,7247,1514
2006-Oct-30 00:00:00,0,875.7258633,7248,1513
2006-Oct-30 01:00:00,0,500.813804,7249,1512
2006-Oct-30 02:00:00,0,671.5165074,7250,1511
2006-Oct-30 03:00:00,0,499.7865996,7251,1510
2006-Oct-30 04:00:00,0,658.5784708,7252,1509
2006-Oct-30 05:00:00,0,477.4234302,7253,1508
2006-Oct-30 06:00:00,111.4647739,774.9820029,7254,1507
2006-Oct-30 07:00:00,188.5643196,770.3019623,7255,1506
2006-Oct-30 08:00:00,66.41171719,1120.066655,7256,1505
2006-Oct-30 09:00:00,51.63767501,1438.167907,7257,1504
2006-Oct-30 10:00:00,52.34406931,1635.43114,7258,1503
2006-Oct-30 11:00:00,60.82321403,1737.351411,7259,1502
2006-Oct-30 12:00:00,66.06253473,1692.049726,7260,1501
2006-Oct-30 13:00:00,64.54201369,1830.368604,7261,1500
2006-Oct-30 14:00:00,47.67750535,1869.700098,7262,1499
2006-Oct-30 15:00:00,48.49094146,1882.226191,7263,1498
2006-Oct-30 16:00:00,60.69898436,1813.074277,7264,1497
2006-Oct-30 17:00:00,155.2601989,1395.589241,7265,1496
2006-Oct-30 18:00:00,175.3783148,1158.473002,7266,1495
2006-Oct-30 19:00:00,242.0154293,1131.739068,7267,1494
2006-Oct-30 20:00:00,311.4023368,1147.394775,7268,1493
2006-Oct-30 21:00:00,451.1616169,1143.894823,7269,1492
2006-Oct-30 22:00:00,4.208154403,949.1454115,7270,1491
2006-Oct-30 23:00:00,4.218584193,504.3096879,7271,1490
2006-Oct-31 00:00:00,0,1060.142003,7272,1489
2006-Oct-31 01:00:00,0,504.0763195,7273,1488
2006-Oct-31 02:00:00,0,1013.98695,7274,1487
2006-Oct-31 03:00:00,0,502.72937,7275,1486
2006-Oct-31 04:00:00,2.267841757,982.6018005,7276,1485
2006-Oct-31 05:00:00,133.3192119,477.9683386,7277,1484
2006-Oct-31 06:00:00,237.7167232,1028.166671,7278,1483
2006-Oct-31 07:00:00,422.232443,1032.730044,7279,1482
2006-Oct-31 08:00:00,248.2938187,1404.916481,7280,1481
2006-Oct-31 09:00:00,130.3676443,1765.071636,7281,1480
2006-Oct-31 10:00:00,67.39269511,1914.872242,7282,1479
2006-Oct-31 11:00:00,64.26431557,1950.226407,7283,1478
2006-Oct-31 12:00:00,67.54350471,1838.793385,7284,1477
2006-Oct-31 13:00:00,58.1166285,1943.379756,7285,1476
2006-Oct-31 14:00:00,38.69924408,2054.379512,7286,1475
2006-Oct-31 15:00:00,36.36495266,2131.715479,7287,1474
2006-Oct-31 16:00:00,46.21216684,2168.586407,7288,1473
2006-Oct-31 17:00:00,36.46984169,1733.141914,7289,1472
2006-Oct-31 18:00:00,157.223061,1289.947182,7290,1471
2006-Oct-31 19:00:00,225.4779005,1228.145763,7291,1470
2006-Oct-31 20:00:00,204.9602313,1206.141402,7292,1469
2006-Oct-31 21:00:00,243.1204269,1190.279037,7293,1468
2006-Oct-31 22:00:00,4.214218622,990.0521592,7294,1467
2006-Oct-31 23:00:00,4.229841654,505.9970398,7295,1466
2006-Nov-01 00:00:00,0,812.8792097,7296,1465
2006-Nov-01 01:00:00,0,504.9154884,7297,1464
2006-Nov-01 02:00:00,0,643.4587248,7298,1463
2006-Nov-01 03:00:00,0,502.6525003,7299,1462
2006-Nov-01 04:00:00,0,502.5613233,7300,1461
2006-Nov-01 05:00:00,0,478.2287644,7301,1460
2006-Nov-01 06:00:00,164.7358422,504.4714992,7302,1459
2006-Nov-01 07:00:00,137.7340953,501.9304407,7303,1458
2006-Nov-01 08:00:00,56.295803,579.1628358,7304,1457
2006-Nov-01 09:00:00,42.61437489,1171.644877,7305,1456
2006-Nov-01 10:00:00,41.92412917,1755.405352,7306,1455
2006-Nov-01 11:00:00,46.59045273,1750.64261,7307,1454
2006-Nov-01 12:00:00,50.73805339,1611.184485,7308,1453
2006-Nov-01 13:00:00,47.7480718,1805.562629,7309,1452
2006-Nov-01 14:00:00,30.09466073,1884.249374,7310,1451
2006-Nov-01 15:00:00,28.46354653,2001.430218,7311,1450
2006-Nov-01 16:00:00,38.32593588,2071.539453,7312,1449
2006-Nov-01 17:00:00,24.31115285,1633.043715,7313,1448
2006-Nov-01 18:00:00,27.93894266,1197.265057,7314,1447
2006-Nov-01 19:00:00,27.47541887,1131.497527,7315,1446
2006-Nov-01 20:00:00,140.6032409,1083.061347,7316,1445
2006-Nov-01 21:00:00,159.0765593,1034.856062,7317,1444
2006-Nov-01 22:00:00,4.226641367,915.5580469,7318,1443
2006-Nov-01 23:00:00,4.231270801,542.7404979,7319,1442
2006-Nov-02 00:00:00,0,956.1446493,7320,1441
2006-Nov-02 01:00:00,0,529.9056793,7321,1440
2006-Nov-02 02:00:00,0,945.5321707,7322,1439
2006-Nov-02 03:00:00,0,501.4968603,7323,1438
2006-Nov-02 04:00:00,0,915.4491215,7324,1437
2006-Nov-02 05:00:00,0,477.5635229,7325,1436
2006-Nov-02 06:00:00,126.6761453,880.4198935,7326,1435
2006-Nov-02 07:00:00,267.7947101,863.072149,7327,1434
2006-Nov-02 08:00:00,47.36121735,1189.43731,7328,1433
2006-Nov-02 09:00:00,38.29270449,1441.473971,7329,1432
2006-Nov-02 10:00:00,33.87367817,1512.506803,7330,1431
2006-Nov-02 11:00:00,39.89718377,1734.391121,7331,1430
2006-Nov-02 12:00:00,48.43113018,1794.587158,7332,1429
2006-Nov-02 13:00:00,45.84235451,1868.786683,7333,1428
2006-Nov-02 14:00:00,28.88491131,1899.172094,7334,1427
2006-Nov-02 15:00:00,28.00744003,1731.004775,7335,1426
2006-Nov-02 16:00:00,37.35637987,1698.114161,7336,1425
2006-Nov-02 17:00:00,22.08851876,1309.532666,7337,1424
2006-Nov-02 18:00:00,18.26494804,1197.290776,7338,1423
2006-Nov-02 19:00:00,14.93306603,1180.640303,7339,1422
2006-Nov-02 20:00:00,20.9434372,1151.306686,7340,1421
2006-Nov-02 21:00:00,56.53943291,1137.4776,7341,1420
2006-Nov-02 22:00:00,4.243104269,911.9488768,7342,1419
2006-Nov-02 23:00:00,4.232190801,545.9067937,7343,1418
2006-Nov-03 00:00:00,0,1008.125169,7344,1417
2006-Nov-03 01:00:00,0,533.0443162,7345,1416
2006-Nov-03 02:00:00,0,1012.854908,7346,1415
2006-Nov-03 03:00:00,0,506.8939705,7347,1414
2006-Nov-03 04:00:00,0,993.7103806,7348,1413
2006-Nov-03 05:00:00,0,478.2862028,7349,1412
2006-Nov-03 06:00:00,181.6890183,1069.892557,7350,1411
2006-Nov-03 07:00:00,241.83003,1171.456641,7351,1410
2006-Nov-03 08:00:00,82.4309237,1383.042219,7352,1409
2006-Nov-03 09:00:00,51.57815721,1638.139733,7353,1408
2006-Nov-03 10:00:00,44.17062603,1661.231022,7354,1407
2006-Nov-03 11:00:00,47.86115837,1816.778551,7355,1406
2006-Nov-03 12:00:00,53.49298891,1787.957001,7356,1405
2006-Nov-03 13:00:00,50.79448467,1931.098658,7357,1404
2006-Nov-03 14:00:00,32.95759201,1876.020198,7358,1403
2006-Nov-03 15:00:00,31.77700143,2018.799563,7359,1402
2006-Nov-03 16:00:00,41.81922019,1850.128952,7360,1401
2006-Nov-03 17:00:00,25.47371853,1429.684107,7361,1400
2006-Nov-03 18:00:00,35.29656803,1248.296912,7362,1399
2006-Nov-03 19:00:00,97.57054076,1247.516219,7363,1398
2006-Nov-03 20:00:00,203.4800907,1229.985362,7364,1397
2006-Nov-03 21:00:00,306.0988807,1212.510953,7365,1396
2006-Nov-03 22:00:00,4.257803961,931.25236,7366,1395
2006-Nov-03 23:00:00,4.245188451,568.0213061,7367,1394
2006-Nov-04 00:00:00,0,1040.955091,7368,1393
2006-Nov-04 01:00:00,0,540.2854403,7369,1392
2006-Nov-04 02:00:00,0,1018.98876,7370,1391
2006-Nov-04 03:00:00,0,513.1432516,7371,1390
2006-Nov-04 04:00:00,0,989.2932269,7372,1389
2006-Nov-04 05:00:00,0,477.9512105,7373,1388
2006-Nov-04 06:00:00,107.2914789,1077.58446,7374,1387
2006-Nov-04 07:00:00,109.0916952,1210.622852,7375,1386
2006-Nov-04 08:00:00,80.49925298,1220.981365,7376,1385
2006-Nov-04 09:00:00,44.60257026,1254.210564,7377,1384
2006-Nov-04 10:00:00,20.60356245,1255.531953,7378,1383
2006-Nov-04 11:00:00,23.00883105,757.5271808,7379,1382
2006-Nov-04 12:00:00,20.60268211,526.4802261,7380,1381
2006-Nov-04 13:00:00,19.22163881,525.1223936,7381,1380
2006-Nov-04 14:00:00,15.26122713,523.9937646,7382,1379
2006-Nov-04 15:00:00,13.88456873,542.4469788,7383,1378
2006-Nov-04 16:00:00,40.51428884,583.8002181,7384,1377
2006-Nov-04 17:00:00,129.1822951,564.0265339,7385,1376
2006-Nov-04 18:00:00,5.957352887,498.8799975,7386,1375
2006-Nov-04 19:00:00,5.967648886,498.6652363,7387,1374
2006-Nov-04 20:00:00,5.971593666,497.3856126,7388,1373
2006-Nov-04 21:00:00,7.663792178,497.1006262,7389,1372
2006-Nov-04 22:00:00,4.255022826,496.9199942,7390,1371
2006-Nov-04 23:00:00,4.268626205,496.9636001,7391,1370
2006-Nov-05 00:00:00,0,495.7189243,7392,1369
2006-Nov-05 01:00:00,0,495.2315957,7393,1368
2006-Nov-05 02:00:00,0,495.1666831,7394,1367
2006-Nov-05 03:00:00,0,495.162165,7395,1366
2006-Nov-05 04:00:00,0,494.9164985,7396,1365
2006-Nov-05 05:00:00,0,494.538444,7397,1364
2006-Nov-05 06:00:00,5.973503325,494.3265537,7398,1363
2006-Nov-05 07:00:00,3.413469423,472.2702832,7399,1362
2006-Nov-05 08:00:00,3.422490374,498.77433,7400,1361
2006-Nov-05 09:00:00,3.406672928,496.7394684,7401,1360
2006-Nov-05 10:00:00,3.423900156,494.1264877,7402,1359
2006-Nov-05 11:00:00,5.123906378,540.8808643,7403,1358
2006-Nov-05 12:00:00,5.123746581,508.0486355,7404,1357
2006-Nov-05 13:00:00,7.679891933,648.3928015,7405,1356
2006-Nov-05 14:00:00,5.124929846,526.0095442,7406,1355
2006-Nov-05 15:00:00,3.427120157,731.6512734,7407,1354
2006-Nov-05 16:00:00,3.413305627,544.4563504,7408,1353
2006-Nov-05 17:00:00,3.41275188,700.8861863,7409,1352
2006-Nov-05 18:00:00,3.422586471,509.0538472,7410,1351
2006-Nov-05 19:00:00,3.407018404,502.3078951,7411,1350
2006-Nov-05 20:00:00,3.422151419,500.3268491,7412,1349
2006-Nov-05 21:00:00,5.97886172,499.3735429,7413,1348
2006-Nov-05 22:00:00,3.404957869,498.6981724,7414,1347
2006-Nov-05 23:00:00,3.421425984,498.3063681,7415,1346
2006-Nov-06 00:00:00,0,497.9470233,7416,1345
2006-Nov-06 01:00:00,0,497.4579125,7417,1344
2006-Nov-06 02:00:00,0,497.2170959,7418,1343
2006-Nov-06 03:00:00,0,495.6578864,7419,1342
2006-Nov-06 04:00:00,0,494.956304,7420,1341
2006-Nov-06 05:00:00,0,494.9772895,7421,1340
2006-Nov-06 06:00:00,0,473.6672575,7422,1339
2006-Nov-06 07:00:00,82.52643779,499.5138668,7423,1338
2006-Nov-06 08:00:00,189.457078,497.7235137,7424,1337
2006-Nov-06 09:00:00,58.71287004,499.9796494,7425,1336
2006-Nov-06 10:00:00,35.66298947,665.3571865,7426,1335
2006-Nov-06 11:00:00,35.90073816,843.6304061,7427,1334
2006-Nov-06 12:00:00,42.71911626,925.7580734,7428,1333
2006-Nov-06 13:00:00,51.26984626,975.8743648,7429,1332
2006-Nov-06 14:00:00,48.8127341,1080.62133,7430,1331
2006-Nov-06 15:00:00,31.6592523,1133.587891,7431,1330
2006-Nov-06 16:00:00,30.85222815,1083.507709,7432,1329
2006-Nov-06 17:00:00,40.41035626,918.0878132,7433,1328
2006-Nov-06 18:00:00,29.94990991,705.0933805,7434,1327
2006-Nov-06 19:00:00,33.75758563,636.5408356,7435,1326
2006-Nov-06 20:00:00,103.0103918,587.638757,7436,1325
2006-Nov-06 21:00:00,96.60994354,584.9461264,7437,1324
2006-Nov-06 22:00:00,113.1616739,564.7289762,7438,1323
2006-Nov-06 23:00:00,4.276212772,509.7416357,7439,1322
2006-Nov-07 00:00:00,4.272423324,498.2353403,7440,1321
2006-Nov-07 01:00:00,0,554.7033388,7441,1320
2006-Nov-07 02:00:00,0,497.6044123,7442,1319
2006-Nov-07 03:00:00,0,537.1319168,7443,1318
2006-Nov-07 04:00:00,0,496.8290651,7444,1317
2006-Nov-07 05:00:00,0,530.5806227,7445,1316
2006-Nov-07 06:00:00,0,476.0413143,7446,1315
2006-Nov-07 07:00:00,220.3751284,566.6020749,7447,1314
2006-Nov-07 08:00:00,211.9616699,582.7118661,7448,1313
2006-Nov-07 09:00:00,158.7659131,628.0367094,7449,1312
2006-Nov-07 10:00:00,85.55684463,789.6904115,7450,1311
2006-Nov-07 11:00:00,75.44564093,903.7795622,7451,1310
2006-Nov-07 12:00:00,77.1363916,1102.045714,7452,1309
2006-Nov-07 13:00:00,87.88028604,1146.474354,7453,1308
2006-Nov-07 14:00:00,83.45842517,1244.616581,7454,1307
2006-Nov-07 15:00:00,68.21458817,1351.216763,7455,1306
2006-Nov-07 16:00:00,73.74484056,1322.097555,7456,1305
2006-Nov-07 17:00:00,90.96916024,1137.676962,7457,1304
2006-Nov-07 18:00:00,152.042322,812.7038513,7458,1303
2006-Nov-07 19:00:00,521.9467597,683.3400687,7459,1302
2006-Nov-07 20:00:00,443.8035724,612.8533026,7460,1301
2006-Nov-07 21:00:00,514.7248954,609.9146193,7461,1300
2006-Nov-07 22:00:00,517.6764029,585.4729307,7462,1299
2006-Nov-07 23:00:00,4.277936579,542.9363501,7463,1298
2006-Nov-08 00:00:00,4.29620347,499.6971128,7464,1297
2006-Nov-08 01:00:00,0,557.5742964,7465,1296
2006-Nov-08 02:00:00,0,498.8667193,7466,1295
2006-Nov-08 03:00:00,0,534.8776778,7467,1294
2006-Nov-08 04:00:00,0,497.4104274,7468,1293
2006-Nov-08 05:00:00,6.111327574,508.5018299,7469,1292
2006-Nov-08 06:00:00,162.2160724,476.4852007,7470,1291
2006-Nov-08 07:00:00,251.8751627,501.7169595,7471,1290
2006-Nov-08 08:00:00,481.0731174,498.8058995,7472,1289
2006-Nov-08 09:00:00,229.5121545,499.5060124,7473,1288
2006-Nov-08 10:00:00,98.85649976,501.5102217,7474,1287
2006-Nov-08 11:00:00,64.11808903,502.6394445,7475,1286
2006-Nov-08 12:00:00,66.33140106,505.5882757,7476,1285
2006-Nov-08 13:00:00,61.27583523,534.908788,7477,1284
2006-Nov-08 14:00:00,56.66767813,538.7334351,7478,1283
2006-Nov-08 15:00:00,37.97168581,540.3455192,7479,1282
2006-Nov-08 16:00:00,37.83277402,507.5988034,7480,1281
2006-Nov-08 17:00:00,53.20920414,507.3487704,7481,1280
2006-Nov-08 18:00:00,72.72025052,504.5163428,7482,1279
2006-Nov-08 19:00:00,152.2302821,502.28387,7483,1278
2006-Nov-08 20:00:00,228.2385083,501.0988528,7484,1277
2006-Nov-08 21:00:00,183.4827027,499.2486737,7485,1276
2006-Nov-08 22:00:00,120.409848,498.3411315,7486,1275
2006-Nov-08 23:00:00,4.298883707,497.5748466,7487,1274
2006-Nov-09 00:00:00,4.287954276,496.0218842,7488,1273
2006-Nov-09 01:00:00,0,495.849031,7489,1272
2006-Nov-09 02:00:00,0,494.7831814,7490,1271
2006-Nov-09 03:00:00,0,494.4430948,7491,1270
2006-Nov-09 04:00:00,0,493.4457038,7492,1269
2006-Nov-09 05:00:00,0,493.3278126,7493,1268
2006-Nov-09 06:00:00,0,473.0780515,7494,1267
2006-Nov-09 07:00:00,148.8746713,499.9061645,7495,1266
2006-Nov-09 08:00:00,134.1598335,497.1622708,7496,1265
2006-Nov-09 09:00:00,107.0541336,498.2319139,7497,1264
2006-Nov-09 10:00:00,58.78605106,500.2510809,7498,1263
2006-Nov-09 11:00:00,59.30173918,503.1676996,7499,1262
2006-Nov-09 12:00:00,66.38860644,561.0398562,7500,1261
2006-Nov-09 13:00:00,76.85736053,587.0621832,7501,1260
2006-Nov-09 14:00:00,76.35368597,597.1484071,7502,1259
2006-Nov-09 15:00:00,60.68052092,663.0267608,7503,1258
2006-Nov-09 16:00:00,65.27545337,665.1853736,7504,1257
2006-Nov-09 17:00:00,85.22154315,635.8560037,7505,1256
2006-Nov-09 18:00:00,165.4389373,508.1555098,7506,1255
2006-Nov-09 19:00:00,512.1142289,503.6956531,7507,1254
2006-Nov-09 20:00:00,462.8124832,501.4658408,7508,1253
2006-Nov-09 21:00:00,549.1419086,500.0990176,7509,1252
2006-Nov-09 22:00:00,552.3680607,499.3694723,7510,1251
2006-Nov-09 23:00:00,4.304455138,498.4665473,7511,1250
2006-Nov-10 00:00:00,4.299029373,496.8761114,7512,1249
2006-Nov-10 01:00:00,0,496.2863325,7513,1248
2006-Nov-10 02:00:00,0,494.8461454,7514,1247
2006-Nov-10 03:00:00,0,494.352685,7515,1246
2006-Nov-10 04:00:00,0,494.5555152,7516,1245
2006-Nov-10 05:00:00,9.303504542,493.3355201,7517,1244
2006-Nov-10 06:00:00,177.5013954,472.0718301,7518,1243
2006-Nov-10 07:00:00,267.3851093,498.6352178,7519,1242
2006-Nov-10 08:00:00,410.2960518,496.9914781,7520,1241
2006-Nov-10 09:00:00,205.7542924,498.0707832,7521,1240
2006-Nov-10 10:00:00,84.57059949,719.969544,7522,1239
2006-Nov-10 11:00:00,79.73725175,851.3760821,7523,1238
2006-Nov-10 12:00:00,75.86135264,928.9305213,7524,1237
2006-Nov-10 13:00:00,72.08405485,978.1346614,7525,1236
2006-Nov-10 14:00:00,69.55336256,1125.842808,7526,1235
2006-Nov-10 15:00:00,53.9244377,1180.563309,7527,1234
2006-Nov-10 16:00:00,56.46403962,1260.146961,7528,1233
2006-Nov-10 17:00:00,72.02762837,1107.582124,7529,1232
2006-Nov-10 18:00:00,86.14357246,606.4922818,7530,1231
2006-Nov-10 19:00:00,378.3311192,510.2210762,7531,1230
2006-Nov-10 20:00:00,390.5599859,505.473757,7532,1229
2006-Nov-10 21:00:00,467.755724,502.7137698,7533,1228
2006-Nov-10 22:00:00,349.452638,501.3681823,7534,1227
2006-Nov-10 23:00:00,4.30954315,500.196557,7535,1226
2006-Nov-11 00:00:00,4.31389034,498.7637239,7536,1225
2006-Nov-11 01:00:00,0,498.3727058,7537,1224
2006-Nov-11 02:00:00,0,497.0883618,7538,1223
2006-Nov-11 03:00:00,0,496.6279224,7539,1222
2006-Nov-11 04:00:00,0,496.8619149,7540,1221
2006-Nov-11 05:00:00,5.449551847,495.6921523,7541,1220
2006-Nov-11 06:00:00,0,474.0630773,7542,1219
2006-Nov-11 07:00:00,232.725618,501.0867027,7543,1218
2006-Nov-11 08:00:00,356.9635516,498.6443638,7544,1217
2006-Nov-11 09:00:00,215.2266822,498.4015798,7545,1216
2006-Nov-11 10:00:00,185.8610361,720.6454535,7546,1215
2006-Nov-11 11:00:00,173.9281562,849.4819231,7547,1214
2006-Nov-11 12:00:00,100.8409032,942.7028963,7548,1213
2006-Nov-11 13:00:00,306.5250983,966.8679853,7549,1212
2006-Nov-11 14:00:00,211.7039104,1032.586823,7550,1211
2006-Nov-11 15:00:00,189.9570707,1114.088686,7551,1210
2006-Nov-11 16:00:00,165.8064888,1069.919371,7552,1209
2006-Nov-11 17:00:00,99.86215992,913.4076431,7553,1208
2006-Nov-11 18:00:00,150.5303487,755.7582008,7554,1207
2006-Nov-11 19:00:00,6.061904217,521.8262541,7555,1206
2006-Nov-11 20:00:00,6.058460569,500.6634969,7556,1205
2006-Nov-11 21:00:00,6.049774125,508.1727405,7557,1204
2006-Nov-11 22:00:00,7.788182345,500.5534967,7558,1203
2006-Nov-11 23:00:00,4.324316605,500.4449155,7559,1202
2006-Nov-12 00:00:00,6.366179943,500.2515489,7560,1201
2006-Nov-12 01:00:00,3.142686861,498.3528532,7561,1200
2006-Nov-12 02:00:00,3.787686544,497.8747942,7562,1199
2006-Nov-12 03:00:00,3.948014096,497.8523974,7563,1198
2006-Nov-12 04:00:00,4.209517982,497.8143885,7564,1197
2006-Nov-12 05:00:00,4.579827559,497.7592675,7565,1196
2006-Nov-12 06:00:00,5.834713698,497.6289048,7566,1195
2006-Nov-12 07:00:00,13.18199966,497.4038669,7567,1194
2006-Nov-12 08:00:00,7.293222136,476.4414976,7568,1193
2006-Nov-12 09:00:00,6.075352384,570.8597407,7569,1192
2006-Nov-12 10:00:00,6.455251164,499.0926602,7570,1191
2006-Nov-12 11:00:00,4.585992422,964.0677182,7571,1190
2006-Nov-12 12:00:00,5.202126128,498.2415838,7572,1189
2006-Nov-12 13:00:00,5.202276906,1054.73747,7573,1188
2006-Nov-12 14:00:00,7.810778659,500.6967961,7574,1187
2006-Nov-12 15:00:00,5.20250161,1150.146543,7575,1186
2006-Nov-12 16:00:00,3.469761908,507.1127768,7576,1185
2006-Nov-12 17:00:00,5.855858467,1070.490363,7577,1184
2006-Nov-12 18:00:00,5.84712404,509.0258526,7578,1183
2006-Nov-12 19:00:00,7.159545392,598.9675336,7579,1182
2006-Nov-12 20:00:00,6.784450133,501.8044695,7580,1181
2006-Nov-12 21:00:00,8.313984728,503.5111746,7581,1180
2006-Nov-12 22:00:00,10.40434475,500.7543924,7582,1179
2006-Nov-12 23:00:00,9.985797712,501.0291606,7583,1178
2006-Nov-13 00:00:00,9.64320888,499.2791955,7584,1177
2006-Nov-13 01:00:00,9.333374521,498.8350893,7585,1176
2006-Nov-13 02:00:00,7.733895746,499.0161836,7586,1175
2006-Nov-13 03:00:00,9.851751487,497.807979,7587,1174
2006-Nov-13 04:00:00,7.739233797,497.5580056,7588,1173
2006-Nov-13 05:00:00,144.7284071,497.7678162,7589,1172
2006-Nov-13 06:00:00,292.491186,477.9750499,7590,1171
2006-Nov-13 07:00:00,471.4182106,502.6834124,7591,1170
2006-Nov-13 08:00:00,333.7527384,500.2644616,7592,1169
2006-Nov-13 09:00:00,486.3018408,622.0375928,7593,1168
2006-Nov-13 10:00:00,196.7143885,1021.028301,7594,1167
2006-Nov-13 11:00:00,263.0811629,1242.866482,7595,1166
2006-Nov-13 12:00:00,86.51361898,1264.71291,7596,1165
2006-Nov-13 13:00:00,96.65126622,1298.84203,7597,1164
2006-Nov-13 14:00:00,69.60892034,1477.283395,7598,1163
2006-Nov-13 15:00:00,41.12243524,1562.306341,7599,1162
2006-Nov-13 16:00:00,47.1022246,1602.694946,7600,1161
2006-Nov-13 17:00:00,71.4318888,1389.070953,7601,1160
2006-Nov-13 18:00:00,346.5158433,933.8313138,7602,1159
2006-Nov-13 19:00:00,442.8951542,662.7449862,7603,1158
2006-Nov-13 20:00:00,558.2567491,720.6282753,7604,1157
2006-Nov-13 21:00:00,239.5759338,528.5847005,7605,1156
2006-Nov-13 22:00:00,184.0715124,504.4904901,7606,1155
2006-Nov-13 23:00:00,4.351973178,501.9392119,7607,1154
2006-Nov-14 00:00:00,4.344158753,500.5439803,7608,1153
2006-Nov-14 01:00:00,0,500.7851881,7609,1152
2006-Nov-14 02:00:00,0,499.6246103,7610,1151
2006-Nov-14 03:00:00,0,499.5093218,7611,1150
2006-Nov-14 04:00:00,0,498.3800395,7612,1149
2006-Nov-14 05:00:00,15.27133462,498.0460355,7613,1148
2006-Nov-14 06:00:00,211.2275178,475.9191624,7614,1147
2006-Nov-14 07:00:00,301.5715136,502.0671536,7615,1146
2006-Nov-14 08:00:00,652.0996693,499.9739408,7616,1145
2006-Nov-14 09:00:00,141.7416149,627.7382312,7617,1144
2006-Nov-14 10:00:00,226.8499376,957.0328166,7618,1143
2006-Nov-14 11:00:00,63.70536559,1292.160928,7619,1142
2006-Nov-14 12:00:00,58.33475934,1363.236666,7620,1141
2006-Nov-14 13:00:00,56.75354366,1367.432761,7621,1140
2006-Nov-14 14:00:00,51.28697462,1519.147714,7622,1139
2006-Nov-14 15:00:00,34.72368808,1627.204405,7623,1138
2006-Nov-14 16:00:00,39.47868526,1629.720056,7624,1137
2006-Nov-14 17:00:00,57.1481906,1350.41191,7625,1136
2006-Nov-14 18:00:00,76.52458428,1073.149986,7626,1135
2006-Nov-14 19:00:00,200.5250637,774.5321791,7627,1134
2006-Nov-14 20:00:00,249.1480477,682.0767467,7628,1133
2006-Nov-14 21:00:00,232.6465142,694.7542789,7629,1132
2006-Nov-14 22:00:00,224.6418229,545.6578866,7630,1131
2006-Nov-14 23:00:00,4.354756308,515.1958749,7631,1130
2006-Nov-15 00:00:00,4.360095034,500.8638496,7632,1129
2006-Nov-15 01:00:00,0,501.0402034,7633,1128
2006-Nov-15 02:00:00,0,500.0707033,7634,1127
2006-Nov-15 03:00:00,0,500.0315163,7635,1126
2006-Nov-15 04:00:00,0,498.8930609,7636,1125
2006-Nov-15 05:00:00,5.013790218,498.9176652,7637,1124
2006-Nov-15 06:00:00,105.9053753,477.9054356,7638,1123
2006-Nov-15 07:00:00,210.8125046,502.8483113,7639,1122
2006-Nov-15 08:00:00,169.5241395,525.9039639,7640,1121
2006-Nov-15 09:00:00,127.2514279,894.198466,7641,1120
2006-Nov-15 10:00:00,169.8399032,1323.024508,7642,1119
2006-Nov-15 11:00:00,79.42500436,1565.509716,7643,1118
2006-Nov-15 12:00:00,65.07074027,1561.32701,7644,1117
2006-Nov-15 13:00:00,69.80438556,1409.617267,7645,1116
2006-Nov-15 14:00:00,68.65617826,1561.461182,7646,1115
2006-Nov-15 15:00:00,54.09114538,1734.105491,7647,1114
2006-Nov-15 16:00:00,55.48428861,1631.523105,7648,1113
2006-Nov-15 17:00:00,67.07303182,1626.006809,7649,1112
2006-Nov-15 18:00:00,160.2894358,1151.379104,7650,1111
2006-Nov-15 19:00:00,288.0147966,999.8875594,7651,1110
2006-Nov-15 20:00:00,364.5932542,1042.022567,7652,1109
2006-Nov-15 21:00:00,374.3107537,1036.113128,7653,1108
2006-Nov-15 22:00:00,372.433197,1037.337303,7654,1107
2006-Nov-15 23:00:00,4.360615947,860.7416271,7655,1106
2006-Nov-16 00:00:00,4.353737296,501.9653562,7656,1105
2006-Nov-16 01:00:00,0,991.6880884,7657,1104
2006-Nov-16 02:00:00,0,501.1903097,7658,1103
2006-Nov-16 03:00:00,0,947.5778072,7659,1102
2006-Nov-16 04:00:00,0,500.1216402,7660,1101
2006-Nov-16 05:00:00,2.694081978,963.3066342,7661,1100
2006-Nov-16 06:00:00,0,477.8658421,7662,1099
2006-Nov-16 07:00:00,212.3240677,992.524052,7663,1098
2006-Nov-16 08:00:00,260.3912038,1008.834498,7664,1097
2006-Nov-16 09:00:00,181.8311436,1191.186236,7665,1096
2006-Nov-16 10:00:00,83.69787528,1270.64141,7666,1095
2006-Nov-16 11:00:00,49.52365381,1616.963159,7667,1094
2006-Nov-16 12:00:00,53.74587705,1589.421701,7668,1093
2006-Nov-16 13:00:00,59.43160115,1605.514149,7669,1092
2006-Nov-16 14:00:00,56.82971361,1821.693418,7670,1091
2006-Nov-16 15:00:00,36.77115969,1851.292463,7671,1090
2006-Nov-16 16:00:00,36.79936272,1760.986086,7672,1089
